Last Name/Surname,Total,Two or More Races,Percentage,Rank,U.S. Rank
CORDEIRO,"4,128",195,4.72%,"3,139","8,016"
NISHIMOTO,"1,267",195,15.39%,"3,140","20,829"
ROSALES,"75,185",195,0.26%,"3,141",431
PINEDA,"60,820",195,0.32%,"3,142",553
ARELLANO,"50,104",195,0.39%,"3,143",687
FELICIANO,"21,667",195,0.90%,"3,144","1,662"
IRELAND,"14,800",195,1.32%,"3,145","2,445"
BAUMANN,"14,644",195,1.33%,"3,146","2,461"
GUNDERSON,"13,742",195,1.42%,"3,147","2,624"
SNODGRASS,"12,806",195,1.52%,"3,148","2,818"
SON,"10,094",195,1.93%,"3,149","3,541"
BREEDLOVE,"9,075",195,2.15%,"3,150","3,914"
LOVEJOY,"8,351",195,2.34%,"3,151","4,249"
VEAL,"7,842",195,2.49%,"3,152","4,519"
PIMENTEL,"21,579",194,0.90%,"3,153","1,671"
SCHUSTER,"17,325",194,1.12%,"3,154","2,088"
MCNALLY,"16,039",194,1.21%,"3,155","2,268"
STARNES,"14,442",194,1.34%,"3,156","2,507"
THIBODEAUX,"13,850",194,1.40%,"3,157","2,602"
TROUTMAN,"11,519",194,1.68%,"3,158","3,135"
FORSYTHE,"11,489",194,1.69%,"3,159","3,147"
GARDINER,"11,331",194,1.71%,"3,160","3,192"
SKIPPER,"10,338",194,1.88%,"3,161","3,457"
LILES,"10,317",194,1.88%,"3,162","3,463"
MOFFITT,"10,070",194,1.93%,"3,163","3,543"
NOLAND,"9,386",194,2.07%,"3,164","3,772"
SWAFFORD,"9,369",194,2.07%,"3,165","3,777"
BATSON,"8,951",194,2.17%,"3,166","3,972"
MCLENDON,"8,453",194,2.30%,"3,167","4,193"
RHEA,"8,219",194,2.36%,"3,168","4,323"
CLEMMONS,"7,914",194,2.45%,"3,169","4,484"
HUNG,"7,137",194,2.72%,"3,170","4,932"
ESPIRITU,"4,438",194,4.37%,"3,171","7,502"
SHANE,"7,372",193,2.62%,"3,172","4,796"
VELASQUEZ,"80,364",193,0.24%,"3,173",398
CALDERON,"77,085",193,0.25%,"3,174",421
STAUFFER,"15,821",193,1.22%,"3,175","2,307"
MONAHAN,"15,533",193,1.24%,"3,176","2,347"
DEVRIES,"13,600",193,1.42%,"3,177","2,649"
KENYON,"12,891",193,1.50%,"3,178","2,796"
HITE,"11,810",193,1.63%,"3,179","3,034"
KEANE,"11,459",193,1.68%,"3,180","3,154"
GROGAN,"11,400",193,1.69%,"3,181","3,165"
BURDETTE,"11,284",193,1.71%,"3,182","3,200"
RAND,"10,397",193,1.86%,"3,183","3,433"
THIGPEN,"9,359",193,2.06%,"3,184","3,784"
GREENLEE,"9,048",193,2.13%,"3,185","3,933"
CADE,"8,391",193,2.30%,"3,186","4,226"
VANDUNK,820,193,23.54%,"3,187","28,967"
WOODLEY,"6,982",192,2.75%,"3,188","5,026"
LARKINS,"6,357",192,3.02%,"3,189","5,470"
MORITA,"1,986",192,9.67%,"3,190","14,902"
SCHWAB,"16,870",192,1.14%,"3,191","2,152"
ULRICH,"16,668",192,1.15%,"3,192","2,180"
ROSENTHAL,"16,583",192,1.16%,"3,193","2,194"
BERMAN,"16,025",192,1.20%,"3,194","2,271"
LEAVITT,"13,133",192,1.46%,"3,195","2,743"
WILLEY,"13,067",192,1.47%,"3,196","2,759"
CAUSEY,"11,387",192,1.69%,"3,197","3,171"
COLBY,"11,278",192,1.70%,"3,198","3,204"
SIBLEY,"9,467",192,2.03%,"3,199","3,742"
SISCO,"7,993",192,2.40%,"3,200","4,440"
ESPINOZA,"112,154",191,0.17%,"3,201",271
GRUBER,"14,131",191,1.35%,"3,202","2,558"
KWON,"13,235",191,1.44%,"3,203","2,721"
STOCK,"12,722",191,1.50%,"3,204","2,832"
MACE,"12,222",191,1.56%,"3,205","2,933"
MONK,"12,103",191,1.58%,"3,206","2,964"
FINE,"11,618",191,1.64%,"3,207","3,097"
NOE,"11,182",191,1.71%,"3,208","3,229"
MENDENHALL,"10,213",191,1.87%,"3,209","3,499"
THORN,"9,988",191,1.91%,"3,210","3,569"
COLSON,"9,710",191,1.97%,"3,211","3,666"
PETER,"9,191",191,2.08%,"3,212","3,859"
HYLTON,"8,440",191,2.26%,"3,213","4,199"
MIN,"6,982",191,2.74%,"3,214","5,026"
MEDLOCK,"6,416",191,2.98%,"3,215","5,427"
CHAUDHRY,"6,084",191,3.14%,"3,216","5,697"
SAYLES,"5,902",191,3.24%,"3,217","5,852"
COELHO,"5,593",191,3.41%,"3,218","6,124"
GIST,"6,422",190,2.96%,"3,219","5,419"
VILLEGAS,"48,599",190,0.39%,"3,220",716
CAO,"18,138",190,1.05%,"3,221","1,989"
BLUM,"17,458",190,1.09%,"3,222","2,072"
SCHULTE,"16,658",190,1.14%,"3,223","2,183"
HENNING,"16,557",190,1.15%,"3,224","2,199"
LINDQUIST,"11,337",190,1.68%,"3,225","3,189"
ACKER,"10,519",190,1.81%,"3,226","3,400"
EGGLESTON,"10,057",190,1.89%,"3,227","3,550"
TOLER,"9,427",190,2.02%,"3,228","3,757"
WILKS,"8,972",190,2.12%,"3,229","3,962"
BURNSIDE,"8,859",190,2.14%,"3,230","4,009"
BATTS,"8,473",190,2.24%,"3,231","4,179"
HOUGHTON,"11,184",189,1.69%,"3,232","3,228"
BOX,"10,098",189,1.87%,"3,233","3,538"
ABNEY,"9,948",189,1.90%,"3,234","3,579"
WADSWORTH,"9,912",189,1.91%,"3,235","3,588"
KUYKENDALL,"9,841",189,1.92%,"3,236","3,608"
TRUITT,"9,557",189,1.98%,"3,237","3,712"
SEATON,"9,423",189,2.01%,"3,238","3,759"
MOUNT,"8,754",189,2.16%,"3,239","4,055"
SOUTHERLAND,"8,336",189,2.27%,"3,240","4,252"
FREDERICKS,"7,848",189,2.41%,"3,241","4,515"
TOWNS,"7,760",189,2.44%,"3,242","4,569"
SHORES,"7,691",189,2.46%,"3,243","4,613"
BROADWAY,"6,647",189,2.84%,"3,244","5,247"
RAWLINS,"6,566",189,2.88%,"3,245","5,305"
RHONE,"4,667",189,4.05%,"3,246","7,167"
PAL,"3,844",189,4.92%,"3,247","8,570"
HARADA,"2,030",189,9.31%,"3,248","14,656"
DENNEY,"12,792",188,1.47%,"3,249","2,821"
LINN,"12,508",188,1.50%,"3,250","2,876"
ROCKWELL,"12,360",188,1.52%,"3,251","2,902"
STACK,"11,967",188,1.57%,"3,252","2,996"
CARL,"11,689",188,1.61%,"3,253","3,071"
GASPAR,"11,251",188,1.67%,"3,254","3,210"
WORRELL,"10,821",188,1.74%,"3,255","3,313"
MEDLIN,"10,750",188,1.75%,"3,256","3,338"
HALLMAN,"9,938",188,1.89%,"3,257","3,582"
PULLEY,"8,007",188,2.35%,"3,258","4,435"
MCCLINTON,"5,816",188,3.23%,"3,259","5,925"
MERRIWEATHER,"4,793",188,3.92%,"3,260","6,989"
FORNEY,"6,755",187,2.77%,"3,261","5,172"
SALINAS,"81,156",187,0.23%,"3,262",393
ARAUJO,"18,856",187,0.99%,"3,263","1,908"
ZIMMER,"17,146",187,1.09%,"3,264","2,111"
ROQUE,"15,203",187,1.23%,"3,265","2,388"
MAIER,"14,135",187,1.32%,"3,266","2,557"
RECTOR,"13,559",187,1.38%,"3,267","2,661"
FORMAN,"11,894",187,1.57%,"3,268","3,015"
PARRY,"10,555",187,1.77%,"3,269","3,383"
HANDLEY,"9,722",187,1.92%,"3,270","3,657"
MCCLUNG,"9,456",187,1.98%,"3,271","3,746"
JEROME,"9,131",187,2.05%,"3,272","3,885"
MUNN,"8,751",187,2.14%,"3,273","4,056"
GAINEY,"8,556",187,2.19%,"3,274","4,140"
AFSHAR,"1,070",187,17.48%,"3,275","23,675"
SAYED,"1,516",186,12.27%,"3,276","18,301"
JABER,"2,601",186,7.15%,"3,277","12,005"
DELAROSA,"37,932",186,0.49%,"3,278",910
ARAGON,"25,801",186,0.72%,"3,279","1,367"
REICH,"12,891",186,1.44%,"3,280","2,796"
OREILLY,"12,074",186,1.54%,"3,281","2,970"
HALVERSON,"11,781",186,1.58%,"3,282","3,040"
POSTON,"10,396",186,1.79%,"3,283","3,434"
WINDHAM,"10,390",186,1.79%,"3,284","3,437"
LATIMER,"9,733",186,1.91%,"3,285","3,653"
MCGREW,"9,354",186,1.99%,"3,286","3,786"
FLORENCE,"9,177",186,2.03%,"3,287","3,865"
HOKE,"9,096",186,2.04%,"3,288","3,901"
REDDEN,"9,067",186,2.05%,"3,289","3,919"
BOGAN,"8,034",186,2.32%,"3,290","4,425"
GAYLE,"7,916",186,2.35%,"3,291","4,481"
WHYTE,"7,701",186,2.42%,"3,292","4,609"
MOREHEAD,"7,653",186,2.43%,"3,293","4,636"
BERNSTEIN,"17,916",185,1.03%,"3,294","2,015"
BOUCHARD,"13,154",185,1.41%,"3,295","2,739"
SCARBOROUGH,"12,252",185,1.51%,"3,296","2,925"
GALVIN,"11,882",185,1.56%,"3,297","3,018"
FRALEY,"11,876",185,1.56%,"3,298","3,020"
HARLOW,"11,726",185,1.58%,"3,299","3,060"
CANFIELD,"11,560",185,1.60%,"3,300","3,117"
JUDGE,"10,453",185,1.77%,"3,301","3,414"
VENABLE,"10,333",185,1.79%,"3,302","3,458"
LITTLETON,"9,939",185,1.86%,"3,303","3,581"
TEAL,"8,937",185,2.07%,"3,304","3,976"
EMBRY,"8,675",185,2.13%,"3,305","4,092"
KIRKWOOD,"8,227",185,2.25%,"3,306","4,320"
BADGER,"7,987",185,2.32%,"3,307","4,442"
ABDULLA,"1,741",185,10.63%,"3,308","16,502"
LUI,"6,156",185,3.01%,"3,309","5,641"
WEATHERSPOON,"5,409",185,3.42%,"3,310","6,310"
DURR,"6,937",184,2.65%,"3,311","5,057"
SHAIKH,"6,063",184,3.03%,"3,312","5,722"
LARRY,"5,942",184,3.10%,"3,313","5,817"
PIRES,"5,746",184,3.20%,"3,314","5,986"
DELOSREYES,"5,177",184,3.55%,"3,315","6,540"
UNGER,"14,738",184,1.25%,"3,316","2,449"
MULLIGAN,"14,590",184,1.26%,"3,317","2,469"
BOLLINGER,"12,425",184,1.48%,"3,318","2,891"
GREENFIELD,"11,922",184,1.54%,"3,319","3,007"
SWITZER,"11,114",184,1.66%,"3,320","3,248"
KITCHENS,"10,647",184,1.73%,"3,321","3,359"
INGLE,"10,497",184,1.75%,"3,322","3,409"
LAFFERTY,"10,373",184,1.77%,"3,323","3,443"
ISRAEL,"10,245",184,1.80%,"3,324","3,488"
COOMBS,"9,780",184,1.88%,"3,325","3,631"
BATCHELOR,"9,417",184,1.95%,"3,326","3,762"
TILLERY,"8,156",184,2.26%,"3,327","4,355"
NAZARI,"1,107",184,16.62%,"3,328","23,084"
ANWAR,"3,065",184,6.00%,"3,329","10,480"
MAEDA,"2,181",184,8.44%,"3,330","13,855"
WHITTLE,"7,307",183,2.50%,"3,331","4,828"
FIELDER,"6,917",183,2.65%,"3,332","5,068"
FLEMMING,"6,234",183,2.94%,"3,333","5,575"
OSWALD,"14,322",183,1.28%,"3,334","2,530"
ALCANTARA,"12,636",183,1.45%,"3,335","2,853"
NYE,"12,167",183,1.50%,"3,336","2,952"
GUEST,"9,483",183,1.93%,"3,337","3,737"
WIMBERLY,"8,729",183,2.10%,"3,338","4,070"
MCCALLISTER,"8,545",183,2.14%,"3,339","4,146"
TROY,"8,109",183,2.26%,"3,340","4,383"
TEEL,"7,814",183,2.34%,"3,341","4,539"
MCEWEN,"7,610",183,2.40%,"3,342","4,659"
WARDAK,456,183,40.13%,"3,343","46,647"
AHUNA,363,182,50.14%,"3,344","56,310"
HORVATH,"15,302",182,1.19%,"3,345","2,379"
BOCK,"13,382",182,1.36%,"3,346","2,691"
WILL,"12,575",182,1.45%,"3,347","2,869"
HERRICK,"12,202",182,1.49%,"3,348","2,940"
SLONE,"12,142",182,1.50%,"3,349","2,956"
PENCE,"12,101",182,1.50%,"3,350","2,965"
NEVILLE,"11,739",182,1.55%,"3,351","3,053"
BROCKMAN,"11,204",182,1.62%,"3,352","3,223"
WESTMORELAND,"10,399",182,1.75%,"3,353","3,430"
GRANTHAM,"10,379",182,1.75%,"3,354","3,440"
DEHART,"10,058",182,1.81%,"3,355","3,548"
BLAYLOCK,"10,008",182,1.82%,"3,356","3,563"
MEARS,"9,988",182,1.82%,"3,357","3,569"
VAUGHT,"9,476",182,1.92%,"3,358","3,738"
MCCUTCHEON,"9,230",182,1.97%,"3,359","3,835"
MCCOMBS,"9,134",182,1.99%,"3,360","3,882"
SEE,"9,081",182,2.00%,"3,361","3,911"
BURWELL,"6,193",182,2.94%,"3,362","5,613"
OKADA,"1,987",182,9.16%,"3,363","14,893"
HAMADA,"1,965",182,9.26%,"3,364","15,033"
SHEPHARD,"6,859",181,2.64%,"3,365","5,105"
MOUTON,"6,535",181,2.77%,"3,366","5,329"
GRAGG,"5,675",181,3.19%,"3,367","6,047"
RAYFORD,"4,584",181,3.95%,"3,368","7,270"
RAPP,"14,107",181,1.28%,"3,369","2,562"
KRUGER,"13,898",181,1.30%,"3,370","2,591"
SCHUBERT,"12,629",181,1.43%,"3,371","2,856"
MALCOLM,"10,618",181,1.70%,"3,372","3,364"
SAGER,"10,541",181,1.72%,"3,373","3,390"
TUCK,"10,018",181,1.81%,"3,374","3,560"
MAULDIN,"10,011",181,1.81%,"3,375","3,561"
FREELAND,"8,653",181,2.09%,"3,376","4,101"
CAUDLE,"8,167",181,2.22%,"3,377","4,346"
AUGUSTIN,"7,788",181,2.32%,"3,378","4,550"
KAWAKAMI,"1,254",181,14.43%,"3,379","20,985"
DEGROAT,"2,669",180,6.74%,"3,380","11,739"
SOMMERS,"11,706",180,1.54%,"3,381","3,063"
BLALOCK,"11,493",180,1.57%,"3,382","3,145"
BEERS,"11,043",180,1.63%,"3,383","3,268"
UPCHURCH,"9,922",180,1.81%,"3,384","3,587"
WILBUR,"9,527",180,1.89%,"3,385","3,719"
WELLINGTON,"6,784",180,2.65%,"3,386","5,156"
PABLO,"6,462",179,2.77%,"3,387","5,384"
YOUSSEF,"3,700",179,4.84%,"3,388","8,854"
URBAN,"20,058",179,0.89%,"3,389","1,790"
BARBOSA,"18,106",179,0.99%,"3,390","1,992"
KAHN,"14,584",179,1.23%,"3,391","2,473"
MCDONNELL,"14,309",179,1.25%,"3,392","2,532"
REEDY,"11,884",179,1.51%,"3,393","3,017"
STRAND,"11,051",179,1.62%,"3,394","3,265"
BILLS,"10,051",179,1.78%,"3,395","3,552"
BECKHAM,"9,960",179,1.80%,"3,396","3,575"
HARDER,"9,665",179,1.85%,"3,397","3,676"
OSTRANDER,"9,518",179,1.88%,"3,398","3,722"
COCKRELL,"9,465",179,1.89%,"3,399","3,744"
HEADLEY,"9,250",179,1.94%,"3,400","3,830"
PITT,"9,151",179,1.96%,"3,401","3,873"
RAMSAY,"8,120",179,2.20%,"3,402","4,380"
PRENTICE,"7,874",179,2.27%,"3,403","4,505"
BARROWS,"7,773",179,2.30%,"3,404","4,561"
TOMAS,"7,673",179,2.33%,"3,405","4,623"
ABDUL,"1,978",179,9.05%,"3,406","14,950"
CAMBRA,"1,771",179,10.11%,"3,407","16,284"
HAKIM,"3,165",179,5.66%,"3,408","10,185"
KAKAR,813,178,21.89%,"3,409","29,138"
HABIBI,741,178,24.02%,"3,410","31,285"
YAMASAKI,"2,094",178,8.50%,"3,411","14,296"
LEEPER,"6,593",178,2.70%,"3,412","5,281"
MAPP,"4,749",178,3.75%,"3,413","7,052"
CASTANEDA,"71,368",178,0.25%,"3,414",464
SUAREZ,"66,013",178,0.27%,"3,415",510
PONCE,"49,549",178,0.36%,"3,416",695
FOURNIER,"14,449",178,1.23%,"3,417","2,505"
DEATON,"14,052",178,1.27%,"3,418","2,572"
STOLL,"12,032",178,1.48%,"3,419","2,979"
NESS,"11,037",178,1.61%,"3,420","3,272"
HULSEY,"9,317",178,1.91%,"3,421","3,796"
WHITSON,"9,273",178,1.92%,"3,422","3,820"
MERRIMAN,"9,085",178,1.96%,"3,423","3,908"
CREEL,"8,815",178,2.02%,"3,424","4,028"
COUTURE,"8,508",178,2.09%,"3,425","4,165"
MARTINSON,"8,048",178,2.21%,"3,426","4,412"
LEO,"8,039",178,2.21%,"3,427","4,423"
HAIR,"7,814",178,2.28%,"3,428","4,539"
BAER,"16,587",177,1.07%,"3,429","2,192"
GIORDANO,"16,569",177,1.07%,"3,430","2,197"
PFEIFFER,"13,851",177,1.28%,"3,431","2,601"
BONE,"10,692",177,1.66%,"3,432","3,350"
GLASER,"10,235",177,1.73%,"3,433","3,493"
STARLING,"10,004",177,1.77%,"3,434","3,567"
ISBELL,"9,905",177,1.79%,"3,435","3,594"
WHITWORTH,"9,748",177,1.82%,"3,436","3,647"
BERNIER,"9,614",177,1.84%,"3,437","3,693"
JOLLEY,"9,392",177,1.88%,"3,438","3,770"
JOBE,"8,536",177,2.07%,"3,439","4,151"
REDMON,"8,197",177,2.16%,"3,440","4,333"
LECLAIR,"8,162",177,2.17%,"3,441","4,351"
CHOE,"7,776",177,2.28%,"3,442","4,560"
HAZEL,"7,711",177,2.30%,"3,443","4,600"
JULIEN,"5,535",177,3.20%,"3,444","6,180"
MASUDA,"1,672",177,10.59%,"3,445","16,993"
KAMAI,457,177,38.73%,"3,446","46,568"
WOOLFOLK,"3,295",176,5.34%,"3,447","9,827"
FALLS,"7,250",176,2.43%,"3,448","4,865"
FLOURNOY,"5,344",176,3.29%,"3,449","6,370"
AZIMI,829,176,21.23%,"3,450","28,729"
LUJAN,"22,021",176,0.80%,"3,451","1,637"
GARBER,"12,640",176,1.39%,"3,452","2,850"
CLEVENGER,"12,428",176,1.42%,"3,453","2,889"
LANTZ,"12,169",176,1.45%,"3,454","2,949"
CECIL,"11,941",176,1.47%,"3,455","3,004"
BOLAND,"11,631",176,1.51%,"3,456","3,092"
CHRISTENSON,"10,707",176,1.64%,"3,457","3,346"
MCCLANAHAN,"10,407",176,1.69%,"3,458","3,429"
FINDLEY,"9,505",176,1.85%,"3,459","3,729"
AMMONS,"8,904",176,1.98%,"3,460","3,989"
LAPOINTE,"8,894",176,1.98%,"3,461","3,995"
STUBBLEFIELD,"8,878",176,1.98%,"3,462","4,002"
ROLLER,"7,894",176,2.23%,"3,463","4,492"
LUCKETT,"7,790",176,2.26%,"3,464","4,547"
RENNER,"13,889",175,1.26%,"3,465","2,594"
CLANCY,"12,556",175,1.39%,"3,466","2,871"
BROOME,"10,133",175,1.73%,"3,467","3,522"
BROYLES,"9,781",175,1.79%,"3,468","3,630"
LAVOIE,"9,408",175,1.86%,"3,469","3,765"
KERSEY,"8,459",175,2.07%,"3,470","4,189"
ROSSER,"8,043",175,2.18%,"3,471","4,417"
MOYE,"7,657",175,2.29%,"3,472","4,634"
BARAKAT,"2,281",175,7.67%,"3,473","13,360"
ONO,"2,143",175,8.17%,"3,474","14,050"
SPEED,"7,255",175,2.41%,"3,475","4,859"
WILKIE,"7,116",175,2.46%,"3,476","4,947"
POUNDS,"6,838",175,2.56%,"3,477","5,121"
TOTTEN,"6,828",175,2.56%,"3,478","5,125"
CONYERS,"6,583",175,2.66%,"3,479","5,289"
HATCHETT,"5,726",175,3.06%,"3,480","6,005"
WORTHAM,"5,358",175,3.27%,"3,481","6,358"
RAI,"5,295",175,3.31%,"3,482","6,418"
HARDIMAN,"4,296",175,4.07%,"3,483","7,725"
HAZARD,"4,054",175,4.32%,"3,484","8,176"
TREADWELL,"5,851",174,2.97%,"3,485","5,897"
CRAYTON,"5,709",174,3.05%,"3,486","6,022"
WALDON,"4,190",174,4.15%,"3,487","7,900"
NAKASHIMA,"1,674",174,10.39%,"3,488","16,975"
SULTAN,"3,363",174,5.17%,"3,489","9,648"
LEVIN,"19,144",174,0.91%,"3,490","1,876"
ADLER,"16,412",174,1.06%,"3,491","2,223"
BREEN,"14,170",174,1.23%,"3,492","2,549"
CARDOZA,"12,824",174,1.36%,"3,493","2,812"
VEST,"11,405",174,1.53%,"3,494","3,164"
DUNAWAY,"10,798",174,1.61%,"3,495","3,320"
COMSTOCK,"10,390",174,1.67%,"3,496","3,437"
FISK,"9,779",174,1.78%,"3,497","3,634"
BADER,"9,197",174,1.89%,"3,498","3,854"
HOLLY,"8,934",174,1.95%,"3,499","3,979"
MANSON,"7,663",174,2.27%,"3,500","4,629"
ROJAS,"108,421",173,0.16%,"3,501",285
VIGIL,"29,382",173,0.59%,"3,502","1,205"
BARTH,"14,579",173,1.19%,"3,503","2,474"
BAIR,"11,740",173,1.47%,"3,504","3,052"
GRISWOLD,"10,417",173,1.66%,"3,505","3,427"
NEILL,"9,404",173,1.84%,"3,506","3,768"
BIDDLE,"9,219",173,1.88%,"3,507","3,840"
HARGIS,"8,503",173,2.03%,"3,508","4,168"
WASSON,"8,471",173,2.04%,"3,509","4,182"
BALLINGER,"8,306",173,2.08%,"3,510","4,280"
ASHE,"7,756",173,2.23%,"3,511","4,573"
SPOONER,"7,359",173,2.35%,"3,512","4,802"
LAVIGNE,"7,204",173,2.40%,"3,513","4,891"
KU,"4,888",173,3.54%,"3,514","6,877"
AGUON,"1,012",173,17.09%,"3,515","24,665"
ZAMANI,856,173,20.21%,"3,516","28,001"
TEXEIRA,"1,452",173,11.91%,"3,517","18,841"
MACKLIN,"7,140",172,2.41%,"3,518","4,927"
PAPPAS,"16,559",172,1.04%,"3,519","2,198"
CYR,"11,829",172,1.45%,"3,520","3,029"
KROLL,"11,098",172,1.55%,"3,521","3,253"
STEED,"10,250",172,1.68%,"3,522","3,484"
LEGER,"10,221",172,1.68%,"3,523","3,497"
ASHCRAFT,"9,957",172,1.73%,"3,524","3,576"
KEETON,"9,748",172,1.76%,"3,525","3,647"
WEI,"9,578",172,1.80%,"3,526","3,707"
BARNHILL,"9,040",172,1.90%,"3,527","3,940"
HALSTEAD,"9,027",172,1.91%,"3,528","3,944"
ROUSSEAU,"8,270",172,2.08%,"3,529","4,297"
ESTRELLA,"13,758",171,1.24%,"3,530","2,618"
HERRMANN,"13,226",171,1.29%,"3,531","2,723"
HEIN,"12,586",171,1.36%,"3,532","2,865"
LEVESQUE,"11,490",171,1.49%,"3,533","3,146"
SHULER,"11,315",171,1.51%,"3,534","3,195"
MCCALLUM,"10,229",171,1.67%,"3,535","3,495"
HAWES,"9,908",171,1.73%,"3,536","3,590"
CHAMBERLIN,"9,897",171,1.73%,"3,537","3,595"
QUACH,"9,894",171,1.73%,"3,538","3,598"
MCNUTT,"9,232",171,1.85%,"3,539","3,834"
PEAK,"8,713",171,1.96%,"3,540","4,076"
AUTRY,"8,704",171,1.96%,"3,541","4,081"
ELLIOT,"8,518",171,2.01%,"3,542","4,160"
BEGLEY,"8,435",171,2.03%,"3,543","4,200"
BLACKWOOD,"8,407",171,2.03%,"3,544","4,213"
AGUIAR,"8,390",171,2.04%,"3,545","4,227"
HAGGARD,"8,384",171,2.04%,"3,546","4,230"
PINKSTON,"8,291",171,2.06%,"3,547","4,292"
GLADDEN,"7,271",171,2.35%,"3,548","4,846"
LETT,"6,385",171,2.68%,"3,549","5,451"
COFFEE,"6,223",171,2.75%,"3,550","5,585"
WINGO,"5,913",171,2.89%,"3,551","5,845"
MING,"3,764",171,4.54%,"3,552","8,718"
LEONGUERRERO,889,171,19.24%,"3,553","27,204"
TIGER,"2,428",171,7.04%,"3,554","12,715"
HARJO,"2,172",171,7.87%,"3,555","13,903"
DONOHUE,"13,919",170,1.22%,"3,556","2,587"
CASPER,"12,351",170,1.38%,"3,557","2,905"
RAGAN,"11,081",170,1.53%,"3,558","3,258"
SOMERS,"10,762",170,1.58%,"3,559","3,333"
MCINTIRE,"10,566",170,1.61%,"3,560","3,380"
TICE,"10,118",170,1.68%,"3,561","3,529"
BOHANNON,"9,663",170,1.76%,"3,562","3,677"
MANGUM,"9,515",170,1.79%,"3,563","3,723"
CALKINS,"9,146",170,1.86%,"3,564","3,876"
AKIN,"8,626",170,1.97%,"3,565","4,114"
HADDOCK,"7,940",170,2.14%,"3,566","4,472"
BALLEW,"7,857",170,2.16%,"3,567","4,514"
PYLES,"7,677",170,2.21%,"3,568","4,622"
HUTCHERSON,"6,795",170,2.50%,"3,569","5,150"
UDDIN,"5,639",170,3.01%,"3,570","6,079"
CAGE,"5,372",170,3.16%,"3,571","6,345"
MICKENS,"5,339",170,3.18%,"3,572","6,377"
BROADNAX,"4,983",170,3.41%,"3,573","6,766"
TALIAFERRO,"3,959",170,4.29%,"3,574","8,364"
BEALE,"7,431",169,2.27%,"3,575","4,764"
GARRIS,"7,316",169,2.31%,"3,576","4,823"
RIDGE,"7,133",169,2.37%,"3,577","4,936"
COUNCIL,"6,964",169,2.43%,"3,578","5,037"
TURNEY,"6,803",169,2.48%,"3,579","5,145"
ROLLE,"4,819",169,3.51%,"3,580","6,960"
WYCHE,"4,573",169,3.70%,"3,581","7,287"
BIBBS,"4,190",169,4.03%,"3,582","7,900"
SHABAZZ,"3,963",169,4.26%,"3,583","8,353"
MCNULTY,"13,483",169,1.25%,"3,584","2,674"
FALK,"11,979",169,1.41%,"3,585","2,991"
MUIR,"11,130",169,1.52%,"3,586","3,245"
WOLFORD,"10,789",169,1.57%,"3,587","3,326"
LINDSTROM,"9,754",169,1.73%,"3,588","3,641"
DIX,"9,748",169,1.73%,"3,589","3,647"
CARD,"9,742",169,1.73%,"3,590","3,651"
HANES,"9,268",169,1.82%,"3,591","3,824"
DUGGER,"9,164",169,1.84%,"3,592","3,869"
EASTERLING,"8,433",169,2.00%,"3,593","4,201"
WITHROW,"8,262",169,2.05%,"3,594","4,302"
FRASIER,"8,124",169,2.08%,"3,595","4,376"
FORT,"8,117",169,2.08%,"3,596","4,382"
CLANTON,"7,965",169,2.12%,"3,597","4,455"
NOBRIGA,754,169,22.41%,"3,598","30,863"
DELIMA,"2,248",168,7.47%,"3,599","13,502"
SCHREIBER,"16,034",168,1.05%,"3,600","2,269"
TRINIDAD,"13,474",168,1.25%,"3,601","2,677"
GRAF,"13,301",168,1.26%,"3,602","2,710"
GRAFF,"13,058",168,1.29%,"3,603","2,762"
MORTENSEN,"11,013",168,1.53%,"3,604","3,282"
NEEDHAM,"10,983",168,1.53%,"3,605","3,289"
MOREY,"10,894",168,1.54%,"3,606","3,298"
KOONTZ,"10,538",168,1.59%,"3,607","3,392"
STAGGS,"9,514",168,1.77%,"3,608","3,724"
MUNDY,"9,439",168,1.78%,"3,609","3,752"
DERRICK,"9,365",168,1.79%,"3,610","3,779"
ANDRE,"9,358",168,1.80%,"3,611","3,785"
MARQUIS,"8,737",168,1.92%,"3,612","4,065"
BOUNDS,"7,960",168,2.11%,"3,613","4,457"
BUXTON,"7,925",168,2.12%,"3,614","4,477"
EAVES,"7,902",168,2.13%,"3,615","4,489"
LAVENDER,"7,744",168,2.17%,"3,616","4,583"
SAXON,"7,576",168,2.22%,"3,617","4,685"
FLAGG,"6,834",168,2.46%,"3,618","5,122"
OLIVIER,"6,400",168,2.63%,"3,619","5,438"
TOY,"5,784",168,2.90%,"3,620","5,951"
MINGO,"4,899",168,3.43%,"3,621","6,866"
FEARS,"4,762",168,3.53%,"3,622","7,027"
APO,464,168,36.21%,"3,623","45,959"
OSBURN,"7,549",167,2.21%,"3,624","4,699"
MATTHEW,"6,436",167,2.59%,"3,625","5,408"
MCGRIFF,"5,789",167,2.88%,"3,626","5,947"
CLAIBORNE,"5,201",167,3.21%,"3,627","6,523"
JARDINE,"3,973",167,4.20%,"3,628","8,335"
LYN,"1,122",167,14.88%,"3,629","22,827"
ODA,"1,765",167,9.46%,"3,630","16,327"
ESCOBAR,"64,403",167,0.26%,"3,631",520
JIANG,"19,409",167,0.86%,"3,632","1,849"
DEVLIN,"13,014",167,1.28%,"3,633","2,774"
BAGGETT,"12,717",167,1.31%,"3,634","2,833"
